lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
2024-04-18,14:05:33
select the freq range,"[50, 100]"
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
2024-04-18,16:12:48
---------run finished---------
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
2024-04-18,16:14:21
select the freq range,"[50, 100]"
50.0,-2.60047128e-05,100.0206681
50.0,-2.625195714e-05,100.0207447
50.0,-2.523317055e-05,100.0206359
50.0,-2.713026996e-05,100.0207492
50.0,-2.603232321e-05,100.0205443
50.0,-2.580554316e-05,100.0212291
50.0,-2.600647944e-05,100.0211118
50.0,-2.557381907e-05,100.0215534
50.0,-2.631112396e-05,100.0209654
50.0,-2.484758108e-05,100.0206016
50.0,-2.591351834e-05,100.0209189
50.0,-2.583715484e-05,100.0214537
50.0,-2.682039976e-05,100.0206717
50.0,-2.727184125e-05,100.0209551
50.0,-2.638880446e-05,100.0207643
50.0,-2.455080935e-05,100.0209157
Freq,50,Rs,100.02090518125,0.00030007268279272803,Ls,-2.5998719273125e-05,7.371282052314417e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 50;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
100.0,-6.828780555e-06,100.0191613
100.0,-6.952410301e-06,100.0197198
100.0,-6.532580714e-06,100.0192946
100.0,-7.865511153e-06,100.0190299
100.0,-7.576796087e-06,100.0192714
100.0,-7.729269994e-06,100.0191429
100.0,-6.859862029e-06,100.0194979
100.0,-7.441507042e-06,100.0187179
100.0,-7.226727329e-06,100.0191201
100.0,-6.431625894e-06,100.0190778
100.0,-7.244124142e-06,100.0196422
100.0,-7.757618889e-06,100.019437
100.0,-7.502416843e-06,100.0193906
100.0,-7.085845844e-06,100.0193735
100.0,-7.375587588e-06,100.0195736
100.0,-7.10705865e-06,100.0193388
Freq,100,Rs,100.01929933125,0.00025554238192281243,Ls,-7.219857690875e-06,4.2624136290002534e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
2024-04-18,16:14:46
---------run finished---------
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
2024-04-18,16:19:19
select the freq range,"[50, 100]"
50.0,-3.128187721e-05,100.0203958,"+5.01433E-003
","+5.01442E-003
"
50.0,-3.149753534e-05,100.0206723,"+5.01434E-003
","+5.01431E-003
"
50.0,-3.179954355e-05,100.02017,"+5.01429E-003
","+5.01433E-003
"
50.0,-2.941437358e-05,100.020772,"+5.01432E-003
","+5.01432E-003
"
50.0,-2.926898698e-05,100.0201127,"+5.01431E-003
","+5.01434E-003
"
50.0,-2.937004008e-05,100.0205241,"+5.01430E-003
","+5.01432E-003
"
50.0,-2.987028266e-05,100.0199129,"+5.01431E-003
","+5.01439E-003
"
50.0,-2.850662459e-05,100.0200921,"+5.01438E-003
","+5.01435E-003
"
50.0,-2.820664489e-05,100.0202809,"+5.01437E-003
","+5.01431E-003
"
50.0,-2.783945922e-05,100.02024,"+5.01438E-003
","+5.01435E-003
"
50.0,-2.668357672e-05,100.0205319,"+5.01433E-003
","+5.01430E-003
"
50.0,-2.596243113e-05,100.020501,"+5.01438E-003
","+5.01432E-003
"
50.0,-2.723076067e-05,100.0213313,"+5.01434E-003
","+5.01425E-003
"
50.0,-2.812884322e-05,100.0217119,"+5.01435E-003
","+5.01434E-003
"
50.0,-3.060211148e-05,100.020593,"+5.01433E-003
","+5.01431E-003
"
50.0,-2.9004729e-05,100.0206533,"+5.01435E-003
","+5.01441E-003
"
Freq,50,Rs,100.02053095,0.00046031062121207794,Ls,-2.9041738769999997e-05,1.7060838387733691e-06
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 50;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
100.0,-7.723761588e-06,100.0197346,"+5.00969E-003
","+5.00975E-003
"
100.0,-7.670521969e-06,100.0196762,"+5.00977E-003
","+5.00976E-003
"
100.0,-7.573376475e-06,100.0193158,"+5.00967E-003
","+5.00968E-003
"
100.0,-7.176149577e-06,100.0194973,"+5.00978E-003
","+5.00974E-003
"
100.0,-7.001027436e-06,100.0195904,"+5.00975E-003
","+5.00970E-003
"
100.0,-7.436004526e-06,100.0193444,"+5.00971E-003
","+5.00965E-003
"
100.0,-7.791872015e-06,100.0199825,"+5.00967E-003
","+5.00970E-003
"
100.0,-7.66939227e-06,100.0196051,"+5.00972E-003
","+5.00972E-003
"
100.0,-7.469102984e-06,100.0197665,"+5.00970E-003
","+5.00974E-003
"
100.0,-7.300889947e-06,100.0194204,"+5.00967E-003
","+5.00967E-003
"
100.0,-7.308890027e-06,100.0197452,"+5.00972E-003
","+5.00970E-003
"
100.0,-7.244211373e-06,100.0197001,"+5.00970E-003
","+5.00964E-003
"
100.0,-7.24253849e-06,100.019863,"+5.00970E-003
","+5.00967E-003
"
100.0,-7.740363772e-06,100.0193179,"+5.00965E-003
","+5.00967E-003
"
100.0,-7.584771621e-06,100.0192078,"+5.00969E-003
","+5.00974E-003
"
100.0,-6.680295552e-06,100.0197995,"+5.00959E-003
","+5.00971E-003
"
Freq,100,Rs,100.01959791875,0.00022514868633505706,Ls,-7.413323101375001e-06,3.0352036245269734e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
2024-04-18,16:20:13
---------run finished---------
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
2024-04-18,16:21:00
select the freq range,"[50, 100]"
50.0,-2.654815896e-05,100.0204369,0.00501443,"+5.01542E-001
"
50.0,-2.77821952e-05,100.0206853,0.00501439,"+5.01535E-001
"
50.0,-2.797024075e-05,100.0206333,0.00501438,"+5.01540E-001
"
50.0,-2.980371018e-05,100.0207119,0.00501438,"+5.01542E-001
"
50.0,-3.155980688e-05,100.0206348,0.0050144,"+5.01539E-001
"
50.0,-2.999772666e-05,100.0214922,0.00501436,"+5.01546E-001
"
50.0,-2.832101049e-05,100.0219083,0.00501436,"+5.01547E-001
"
50.0,-2.829946976e-05,100.0207768,0.0050143,"+5.01545E-001
"
50.0,-2.660889124e-05,100.0198583,0.00501438,"+5.01542E-001
"
50.0,-2.772067819e-05,100.0207028,0.00501448,"+5.01545E-001
"
50.0,-2.938526924e-05,100.020378,0.00501444,"+5.01546E-001
"
50.0,-2.958058028e-05,100.0200344,0.00501437,"+5.01547E-001
"
50.0,-3.176508419e-05,100.0208322,0.00501438,"+5.01539E-001
"
50.0,-2.94239064e-05,100.0202719,0.0050144,"+5.01547E-001
"
50.0,-2.973893549e-05,100.0212291,0.00501438,"+5.01539E-001
"
50.0,-3.120026168e-05,100.02151,0.00501439,"+5.01541E-001
"
Freq,50,Rs,100.0207560125,0.0005485445079197221,Ls,-2.9106620349375e-05,1.6035588649467762e-06
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 50;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
100.0,-8.668236765e-06,100.0191187,0.0050098,"+5.01078E-001
"
100.0,-7.21691088e-06,100.0195398,0.00500974,"+5.01077E-001
"
100.0,-7.355294847e-06,100.019163,0.00500977,"+5.01071E-001
"
100.0,-7.312905159e-06,100.0197688,0.00500973,"+5.01075E-001
"
100.0,-7.526921721e-06,100.0195874,0.00500972,"+5.01070E-001
"
100.0,-7.587741812e-06,100.0195115,0.00500977,"+5.01070E-001
"
100.0,-7.492645023e-06,100.0197586,0.00500974,"+5.01067E-001
"
100.0,-7.417748187e-06,100.0193333,0.00500973,"+5.01074E-001
"
100.0,-7.842906881e-06,100.0193384,0.00500975,"+5.01066E-001
"
100.0,-7.448709368e-06,100.0190009,0.00500967,"+5.01069E-001
"
100.0,-7.374416215e-06,100.0192966,0.00500973,"+5.01061E-001
"
100.0,-7.648553774e-06,100.0195503,0.00500977,"+5.01073E-001
"
100.0,-8.121583983e-06,100.0195969,0.00500974,"+5.01075E-001
"
100.0,-7.267496983e-06,100.0194209,0.00500966,"+5.01070E-001
"
100.0,-7.151105062e-06,100.0192932,0.0050097,"+5.01074E-001
"
100.0,-7.300559919e-06,100.0194824,0.00500976,"+5.01072E-001
"
Freq,100,Rs,100.01942254375001,0.00021864399364723226,Ls,-7.5458585361875005e-06,3.8664704996476044e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
2024-04-18,16:21:54
---------run finished---------
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,"100 ohm, no leads"
2024-04-18,16:24:54
select the freq range,"[20, 50, 100, 200, 300, 500, 800, 1000, 1591.5494309189535, 2000, 3000, 5000]"
20.0,-0.0001346207404,100.0315763,0.00499727,0.499879
20.0,-0.0001296913271,100.0325102,0.00499727,0.499879
20.0,-0.000134680177,100.0306368,0.00499723,0.499886
20.0,-0.0001366021933,100.0316929,0.00499723,0.499884
20.0,-0.0001283270257,100.0322927,0.00499722,0.499881
20.0,-0.0001345354269,100.0323504,0.00499731,0.499879
20.0,-0.0001337281525,100.0307207,0.00499725,0.499888
20.0,-0.0001310053999,100.0314718,0.00499723,0.499891
20.0,-0.0001247957974,100.0315055,0.00499726,0.499883
20.0,-0.000135117097,100.0307749,0.00499725,0.499889
20.0,-0.0001344933743,100.031454,0.00499726,0.499878
20.0,-0.0001369439502,100.0311122,0.00499724,0.49988
20.0,-0.0001327884463,100.0316505,0.00499716,0.499875
20.0,-0.0001259341777,100.0306798,0.00499726,0.499881
20.0,-0.0001269204979,100.03202,0.00499723,0.499878
20.0,-0.0001349706765,100.0307388,0.00499723,0.499882
Freq,20,Rs,100.03144921875,0.0006298442465876192,Ls,-0.00013219715375625,3.900027651589655e-06
